scenario_id,scenario_type,cas_usage,step,context,intent,patient_dit,ia_repond,keywords,skip_step_if_motif_detected,action_attendue,valide,remarques,parent_id,type_patient,canal,condition_metier,variantes,,,,,,,,,,
ENC_10,scenario_principal,Patiente enceinte,2,Demande si prise en charge spécifique,prise_en_charge_grossesse,Est-ce que j’ai droit à un remboursement spécifique en tant que femme enceinte ?,Certaines séances peuvent être prises en charge à 100%. Je vous invite à vérifier auprès de votre caisse d’assurance maladie.,"grossesse,remboursement,prise en charge,sécurité sociale,mutuelle,maternité,100%,gratuit",false,informer_et_rediriger,patiente_enceinte,existante,,Suivi maternité,téléphone,,Vous pouvez aussi consulter votre mutuelle.,,,,,,,,,,
RDV_patient_existant_3A,scenario_principal,RDV patient existant,3,Choix du praticien,prise_rdv,"Oui, avec le Dr Dupont","Très bien, je vais regarder les créneaux disponibles pour le Dr Dupont.","rdv existant,choix praticien,préférence patient,filtrage praticien,mon dentiste,celui de d'habitude",false,filtrer_par_praticien,,Patient demande un praticien précis,RDV_motif_existant,existant,téléphone,Filtrage par praticien,Je vérifie les disponibilités du Dr Dupont.,,,,,,,,,,
RDV_patient_existant_3B,scenario_principal,RDV patient existant,3,Choix du praticien oublié,prise_rdv,Je ne me souviens plus du nom,"Pas de souci, je vais chercher selon vos informations. Pouvez-vous me rappeler votre nom ?","rdv existant,praticien oublié,identité patient,recherche consultation,praticien inconnu,sais plus,oublié",false,identifier_identité,,Recherche sans nom praticien,RDV_motif_existant,existant,téléphone,"Cas fréquent, nécessite recherche",Je vais voir les dernières consultations à votre nom.,,,,,,,,,,
RDV_patient_existant_3C,scenario_principal,RDV patient existant,3,Aucune préférence,prise_rdv,"Peu importe, celui qui est disponible le plus vite","D’accord, je vais chercher les premiers créneaux disponibles tous praticiens confondus.","rdv existant,praticien indifférent,premier créneau,disponibilité rapide,orientation libre,plus tôt,le plus tôt possible,n'importe qui,égal",false,proposer_creneaux_global,,Optimisation du planning,RDV_motif_existant,existant,téléphone,Orientation libre,Je vous propose le premier créneau disponible.,,,,,,,,,,
RDV_existant_praticien_absent,scenario_principal,RDV patient existant,3,Praticien habituel indisponible,prise_rdv,Je voudrais voir le Dr Dupont.,Le Dr Dupont est absent cette semaine. Souhaitez-vous un rendez-vous avec un autre praticien ?,"rdv existant,praticien absent,remplacement praticien,indisponibilité,orientation alternative,vacances,pas là",false,rediriger_vers_autre_praticien,,Prévoir info praticiens absents,RDV_existant_hors_horaires,existant,téléphone,Remplacement possible selon protocole,"Un confrère peut vous recevoir à sa place, souhaitez-vous que je vérifie ?",,,,,,,,,,
URG_sans_disponibilite,scenario_principal,Urgence patient existant,3,Aucune disponibilité immédiate au cabinet,urgence,"C’est vraiment urgent, j’ai mal depuis deux jours.","Je suis désolée, tous nos créneaux sont complets aujourd’hui. Souhaitez-vous que je vous mette sur liste d’attente ou vous orienter vers un autre service ?","urgence,pas de disponibilité,liste attente,orientation,surcharge agenda,mal,souffre",false,proposer_alternative_ou_liste_attente,,Inclure protocole cabinet pour gestion de surcharge,URG_interne_douleur_vive,existant,téléphone,"Aucune disponibilité directe, alternatives nécessaires",Nous sommes malheureusement complets. Puis-je vous inscrire sur liste d’attente ou vous rediriger vers un confrère ?,,,,,,,,,,
NP_contrainte_horaire,scenario_principal,Nouveau patient,3,Le patient a des contraintes horaires,prise_rdv,"Je travaille tous les jours, je suis dispo que le soir.",Nous allons chercher les créneaux les plus compatibles avec vos disponibilités. Préférez-vous plutôt en début de matinée ou en fin de journée ?,"nouveau patient,contrainte horaire,soir,matinée,compatibilité agenda,travail,dispo",false,filtrer_creneaux,,Prend en compte contraintes patient,NP_motif_consultation,nouveau,téléphone,Plage horaire adaptée,"D’accord, je vais vérifier les disponibilités compatibles avec vos horaires.",,,,,,,,,,
CORR_4,scenario_principal,Patient référé par correspondant,3,Patient demande un rendez-vous rapide,prise_rdv_referent,Est-ce que je peux avoir un rendez-vous rapidement ?,Je vais voir ce que nous pouvons faire selon les disponibilités. Pourriez-vous m’indiquer vos créneaux préférés ?,"patient référé,demande rapide,urgence relative,praticien correspondant,rdv prioritaire,vite,pressé",false,recherche_urgence_referent,,Filtrer si vraiment urgent ou non,CORR_3,nouveau,téléphone,Accélération selon demande et type d’indication,Je regarde avec le praticien pour prioriser au besoin.,,,,,,,,,,
ENF_4,scenario_principal,Patient enfant,3,Rendez-vous pour contrôle ou douleur,prise_rdv_enfant,C’est pour un contrôle / il a mal à une dent.,Je vais vous proposer un créneau adapté. Êtes-vous disponibles en dehors des heures scolaires ?,"patient enfant,contrôle,douleur enfant,horaires scolaires,créneau enfant,école,mercredi",false,proposer_rdv_enfant,,"Proposer horaires adaptés (mercredi, soir, vacances)",ENF_2,enfant,téléphone,Créneaux enfants selon politique du cabinet,Préférez-vous un rendez-vous mercredi ou en fin de journée ?,,,,,,,,,,
IMPL_4,scenario_principal,Implantologie,5,Patient souhaite connaître le tarif,demande_devis_implantologie,Combien ça coûte un implant chez vous ?,Le tarif dépend de votre situation clinique. Une consultation est indispensable pour établir un devis personnalisé. Souhaitez-vous prendre rendez-vous ?,"implant,tarif implant,devis,consultation obligatoire,estimation prix,prix,coût",false,proposer_consultation_avec_devis,,Éviter de donner un devis sans évaluation,IMPL_2,nouveau,téléphone,Consultation = devis,Nous préférons évaluer précisément avant de vous donner un tarif.,,,,,,,,,,
ESTH_3,scenario_principal,Soins esthétiques,5,Demande sur tarif et remboursement,info_tarif_remboursement_esthetique,Est-ce que c’est remboursé ? Et combien ça coûte ?,"Les soins esthétiques ne sont pas pris en charge par la Sécurité sociale. Les tarifs varient selon l’indication, mais un devis précis vous sera remis après la consultation.","esthétique,blanchiment,facettes,tarif,remboursement,devis,combien,cher",false,informer_tarif_non_rembourse,,Sensibiliser au reste à charge et prévoir devis,"ESTH_1,ESTH_2",adulte,téléphone,Mentionner mutuelle possible selon contrat,Un devis sera établi à l'issue de la première consultation.,,,,,,,,,,
PAM_3,scenario_principal,Prothèse amovible,5,Patient veut connaître tarif et prise en charge,info_tarif_remboursement_prothese,Est-ce que c’est remboursé ? Et combien ça coûte ?,"Certaines prothèses amovibles sont partiellement remboursées par la Sécurité sociale, et un devis vous sera remis à l’issue de la consultation selon les options retenues.","prothèse amovible,tarif,remboursement,devis,sécurité sociale,prix,combien",false,informer_tarif_protheses,,Varie selon la base de remboursement (100% santé ou pas),"PAM_1,PAM_2",adulte,téléphone,Mentionner le devis systématique,Le devis vous permettra de savoir ce que couvre votre mutuelle.,,,,,,,,,,
PFIX_3,scenario_principal,Prothèse fixe,5,Demande sur tarif et remboursement,info_tarif_remboursement_couronne,C’est combien une couronne ? Est-ce que c’est remboursé ?,"Le tarif dépend du matériau utilisé et du type de couronne. Certaines sont prises en charge dans le cadre du 100% Santé, d’autres avec un reste à charge. Un devis vous sera remis lors de la consultation.","couronne,tarif couronne,remboursement,devis,100% santé,matériau,prix,combien",false,informer_tarif_et_devis,,"Adapter la réponse selon type de couronne (céramo, zircone…)","PFIX_1,PFIX_2",adulte,téléphone,Remboursement selon nomenclature / mutuelle,Nous pourrons vous expliquer les options remboursées et esthétiques.,,,,,,,,,,
CONFLIT_refus_chgt_praticien_10,scenario_principal,Conflit ou refus de soin,1,Patient refuse de changer de praticien en cas d’indisponibilité,refus_changement_praticien,C’est le Dr Dupont ou personne !,Je comprends votre préférence. Le Dr Dupont est absent cette semaine. Souhaitez-vous patienter ou consulter un autre praticien ?,"conflit,refus praticien,praticien unique,indisponibilité,préférence,veux lui,pas un autre",false,laisser_choix_patient,admin_conflit,existant,,Proposer alternatives sans conflit,téléphone,,Je peux vous inscrire avec lui dès son retour ou vous proposer un autre rendez-vous avant.,,,,,,,,,,
RDV_existant_hors_horaires,scenario_principal,RDV patient existant,4,Demande hors horaires,prise_rdv,Est-ce que je peux avoir un rendez-vous samedi ou après 19h ?,"Le cabinet est ouvert du lundi au vendredi, de 9h à 18h. Souhaitez-vous un rendez-vous le matin ou l’après-midi ?","rdv existant,hors horaires,samedi,soirée,après 19h,19h,adaptation horaires,limite ouverture,weekend,tard",false,proposer_creneaux_disponibles,,Limiter les propositions selon config cabinet,RDV_existant_urgence,existant,téléphone,Adaptation selon jours/heures ouverts,"Je suis navrée, nous ne consultons pas le samedi. Est-ce que jeudi ou vendredi après-midi vous conviendrait ?",,,,,,,,,,
RDV_patient_existant_4,scenario_principal,RDV patient existant,4,Demande complémentaire,prise_rdv,"Un contrôle, comme tous les six mois",D’accord. Vous souhaitez un détartrage également ?,"rdv existant,contrôle,suivi régulier,complément soins,vérif,habituel",false,demander_motif,,Routine de contrôle,RDV_patient_existant_3C,existant,téléphone,Compléter les soins,Souhaitez-vous que l'on fasse également un détartrage ?,,,,,,,,,,
URG_demande_sans_motif,scenario_principal,Urgence patient inconnu,4,Patient demande un RDV en urgence sans motif clair,urgence,"C’est urgent, il faut absolument que je vienne aujourd’hui.",Pouvez-vous me préciser ce qui vous inquiète ? Cela m’aidera à vous orienter rapidement.,"urgence,motif flou,triage,clarification,priorisation,absolument,grave",false,clarifier_motif,,Permet de trier les fausses urgences,,inconnu,téléphone,Triage selon douleur ou urgence réelle,"Je comprends, pouvez-vous me dire ce qui motive votre demande urgente ?",,,,,,,,,,
IMPL_5,scenario_principal,Implantologie,5,Information sur les examens complémentaires,information_scanner_implantologie,"Très bien, je prends rendez-vous.","Lors de la consultation, le praticien pourra être amené à réaliser un scanner pour évaluer le volume osseux disponible. Ce scanner coûte environ XXX € et n’est pas remboursé par la Sécurité sociale, mais peut être pris en charge par certaines mutuelles.","implant,scanner,examen complémentaire,coût scanner,devis implant,ok,d'accord",false,informer_patient_scanner_et_tarif,,Important à anticiper pour éviter les mauvaises surprises,IMPL_4,nouveau,téléphone,Information financière à donner avant consultation,Nous vous informerons également sur les éventuels examens complémentaires à prévoir.,,,,,,,,,,
PAM_4,scenario_principal,Prothèse amovible,4,Patient demande combien de temps cela prend,delais_prothese_amovible,Et combien de temps faut-il pour faire un appareil ?,"Cela dépend du type de prothèse. En général, il faut prévoir plusieurs rendez-vous : prise d’empreinte, essayage, puis pose. Le praticien vous expliquera les étapes lors de la consultation.","prothèse amovible,délais,étapes,empreinte,pose,planning labo,durée,long",false,expliquer_deroulement_protheses,,Variable selon nombre de dents et retours labo,"PAM_1,PAM_2",adulte,téléphone,Prévoir planning en fonction des délais labo,Comptez en moyenne 2 à 4 semaines selon les cas.,,,,,,,,,,
PFIX_4,scenario_principal,Prothèse fixe,4,Demande couronne sur implant,prise_rdv_couronne_implant,J’ai un implant et je dois poser la couronne.,Très bien. Il est important que le praticien vérifie la compatibilité du pilier avec la couronne à poser. Je vais vous proposer un rendez-vous pour cela.,"couronne implant,pilier,compatibilité,pose couronne,implantologie,dessus,finir",false,organiser_rdv_pose_sur_implant,,Pas toujours même praticien selon pose / prothèse,,adulte,téléphone,Prévoir matériel spécifique et coordination,Avez-vous les références du pilier implantaire déjà posé ?,,,,,,,,,,
PARO_4,scenario_principal,Soins parodontaux,5,Demande sur tarifs et remboursement,info_tarif_remboursement_paro,Est-ce que le traitement est remboursé ?,"Certains soins parodontaux sont hors nomenclature. Le praticien vous remettra un devis clair à l’issue du bilan initial, à transmettre à votre mutuelle.","parodontal,tarif,remboursement,hors nomenclature,devis paro,prix,combien",false,informer_tarif_paro,,Transparence sur les actes hors nomenclature,PARO_1,adulte,téléphone,Éviter surprises post-traitement,Certains soins peuvent être partiellement pris en charge par la mutuelle.,,,,,,,,,,
CONFLIT_refus_soin_esthetique_2,scenario_principal,Conflit ou refus de soin,4,Patient estime que les soins esthétiques devraient être pris en charge,refus_tarif_esthetique,Je ne comprends pas pourquoi je dois payer autant pour un blanchiment !,C’est un soin non pris en charge par la Sécurité sociale. Nous pouvons revoir ensemble le devis ou en parler avec le praticien.,"conflit,esthétique,blanchiment,tarif,remboursement refusé,cher,abusé",false,clarifier_tarif,admin_conflit,existant,ESTH_4,Explication claire des actes non remboursés,téléphone,,Je vous envoie les informations détaillées par email si vous le souhaitez.,,,,,,,,,,
RDV_patient_existant_5,scenario_principal,RDV patient existant,4,Proposition de créneaux,prise_rdv,"Oui, s'il vous plaît.",Voici les créneaux disponibles pour un détartrage : demain 10h30 ou vendredi 15 septembre à 15h. Lequel vous conviendrait ?,"rdv existant,proposition créneaux,choix patient,prise rdv,agenda,ok,ça marche",false,proposer_creneaux,,Cas de réponse affirmée,RDV_patient_existant_4,existant,téléphone,Créneaux multiples à choix,Voici ce que nous avons : demain à 10h30 ou vendredi à 15h.,,,,,,,,,,
URG_interne_sans_dispo_praticien_habituel,scenario_principal,Urgence patient existant,5,Douleur mais praticien habituel indisponible,urgence,"Je suis suivi par le Dr Martin, mais j’ai très mal.","Le Dr Martin n’est pas disponible aujourd’hui, mais un autre praticien peut vous recevoir en urgence. Souhaitez-vous que je vous programme avec lui ?","urgence,praticien habituel absent,remplacement,douleur,orientation alternative,mal,souffre",false,proposer_rdv_avec_autre_praticien,,Prévoir politique de délégation,URG_interne_douleur_vive,existant,téléphone,Absence du praticien référent,"Le Dr Martin est absent, mais je peux vous proposer un rendez-vous avec un autre dentiste du cabinet.",,,,,,,,,,
NP_recommandation_externe,scenario_principal,Nouveau patient,5,Patient a été recommandé par un tiers,prise_rdv,C’est une amie qui m’a recommandé votre cabinet.,Nous sommes ravis ! Je vais vous proposer un rendez-vous. Est-ce que vous avez un praticien en tête ou souhaitez-vous qu’on vous oriente ?,"nouveau patient,recommandé,bouche-à-oreille,choix praticien,orientation,conseillé,dit du bien",false,choisir_ou_attribuer_praticien,,Peut influencer choix praticien,,nouveau,téléphone,Réputation du cabinet,Merci pour votre confiance ! Souhaitez-vous consulter un dentiste en particulier ?,,,,,,,,,,
PFIX_5,scenario_principal,Prothèse fixe,5,Patient souhaite discuter des matériaux disponibles,discussion_materiaux_couronne,Quelle est la différence entre une couronne céramique et métal ?,"Chaque matériau a ses avantages : la céramique est très esthétique, le métal-céramique plus résistant. Le praticien vous expliquera les options adaptées selon votre dent. Souhaitez-vous un rendez-vous pour en discuter ?","couronne,matériaux,céramique,métal-céramique,esthétique,résistance,différence,mieux",false,prise_rdv_conseil_materiaux,,"La sélection dépend de la localisation, esthétique, et remboursement","PFIX_1,PFIX_2",adulte,téléphone,Prévoir discussion sur reste à charge si hors 100% Santé,Le praticien vous conseillera selon la position de la dent et vos attentes esthétiques.,,,,,,,,,,
CONFLIT_patient_agressif_3,scenario_principal,Conflit ou refus de soin,5,Patient parle sur un ton agressif,agressivite,C’est inadmissible ! Je paie une fortune et on me traite comme ça ?!,Je suis là pour vous aider. Je vous propose de vérifier ensemble ce qui s’est passé pour trouver une solution.,"conflit,patient agressif,agressivité,ton élevé,désamorcer conflit,scandale,honte",false,desamorcer_conflit,admin_conflit,existant,téléphone,Posture empathique et calme,téléphone,,Je comprends votre mécontentement. Voyons cela ensemble.,,,,,,,,,,
CONFLIT_delai_trop_long_6,scenario_principal,Conflit ou refus de soin,1,Patient refuse de venir car délai trop long,refus_delai,"Je ne veux pas attendre trois semaines, je vais ailleurs.",Je comprends. Je peux vous inscrire sur notre liste d’attente et vous prévenir si une place se libère plus tôt.,"conflit,refus délai,attente longue,liste attente,orientation patient,trop long,ailleurs",false,proposer_alternative_attente,admin_conflit,existant,,Offrir solution sans conflit,téléphone,,Souhaitez-vous que je vous contacte si un créneau se libère avant ?,,,,,,,,,,
CONFLIT_refus_soin_sans_mutuelle_8,scenario_principal,Conflit ou refus de soin,1,Patient ne veut pas avancer les frais,refus_avance_frais,"Je ne veux rien payer aujourd’hui, vous enverrez à ma mutuelle.","Je comprends. Cependant, nous demandons une avance pour les soins non pris en charge. Souhaitez-vous que je vous établisse un devis ?","conflit,refus avance frais,mutuelle,paiement direct,devis,pas payer,avance",false,proposer_devis,admin_conflit,existant,,Clarifier règle d’avance de frais,téléphone,,Je peux vous transmettre les informations pour anticiper la prise en charge.,,,,,,,,,,
RDV_patient_existant_6,scenario_principal,RDV patient existant,6,Confirmation du créneau,prise_rdv,"Vendredi à 15h, c’est parfait","Parfait, je vous note pour vendredi à 15h pour un contrôle. À très bientôt !","rdv existant,confirmation créneau,validation rdv,clôture agenda,parfait,super",false,confirmer_rdv,,Clôture de la prise de rendez-vous,RDV_patient_existant_5,existant,téléphone,Validation finale,C’est noté ! À vendredi alors. | Je peux vous envoyer une confirmation par email si vous le souhaitez.,,,,,,,,,,
NP_creation_fiche_incomplete,scenario_principal,Nouveau patient,6,Patient ne veut pas donner toutes les infos dès le départ,prise_rdv,Je préfère ne pas donner mon adresse maintenant.,"Pas de souci, nous compléterons votre fiche lors de votre venue au cabinet. J’ai bien noté votre nom et téléphone.","nouveau patient,fiche incomplète,infos manquantes,prise rdv,identité minimale,pas dire,secret",false,creation_fiche_partielle,,Ne pas bloquer la prise de rdv,,nouveau,téléphone,Infos minimales suffisantes,"Aucun problème, nous complèterons le reste lors de votre consultation.",,,,,,,,,,
CONFLIT_refus_implant_non_remb_1,scenario_principal,Conflit ou refus de soin,6,Patient refuse l’implant à cause du prix,refus_implant,"Je ne veux pas faire d’implant, c’est trop cher !",Je comprends. Nous pouvons en discuter avec le praticien pour envisager des alternatives adaptées à votre budget.,"conflit,refus implant,prix élevé,alternative soin,prothèse,cher,pas les moyens",false,proposer_alternative_soin,admin_conflit,existant,IMPL_5,Proposer prothèse amovible ou autre option,téléphone,,Souhaitez-vous que je voie si une autre solution est envisageable ?,,,,,,,,,,
URG_triage_1,scenario_principal,Urgence patient,2,Triage de l'urgence,affiner_diagnostic_urgence,"J'ai une douleur dentaire intense, ça fait très mal, je ne sais pas si c'est grave ou pas","Pouvez-vous me préciser si la douleur est spontanée, au chaud ou au froid ? Cela m'aide à mieux comprendre le type de problème.","urgence,douleur dent,triage,diagnostic initial,pulpite possible,mal,souffre,grave",false,identifier_type_douleur,,Peut indiquer une pulpite ou une sensibilité post-traumatique,"URG_interne_douleur_vive, URG_externe_non_connu",existant/nouveau,téléphone,Triage pour adapter la réponse et l'urgence,Est-ce que la douleur est continue ou en pic ?,,,,,,,,,,
URG_triage_1B,scenario_principal,Urgence patient,2,Triage de la douleur - pulpite/symptômes,triage_douleur_precise,"J'ai une douleur qui apparaît toute seule sans raison, sans manger ni boire, c'est une douleur spontanée qui lance","Est-ce que la douleur apparaît toute seule, sans rien faire (on appelle ça une douleur spontanée) ? Ou bien elle apparaît uniquement quand vous mangez, buvez chaud ou froid ?","urgence,douleur dent,douleur spontanée,douleur provoquée,pulpite,mal,lance,toute seule",false,distinguer_spontanée_vs_provoquée,,Permet de différencier pulpite réversible ou irréversible,URG_triage_1,existant/nouveau,téléphone,Diagnostic d'orientation initial,La douleur vient-elle toute seule ou quand vous mastiquez ?,,,,,,,,,,
URG_triage_1C,scenario_principal,Urgence patient,2,Douleur persistante et signes d'aggravation,triage_douleur_continue_nuit,"J'ai une douleur constante qui ne s'arrête pas, même la nuit, les médicaments ne font plus effet, ça me réveille","La douleur est-elle continue, même au repos ? Est-ce qu'elle vous réveille la nuit ou résiste aux médicaments contre la douleur ?","urgence,douleur continue,douleur nocturne,aggravation,infection possible,tout le temps,nuit,réveille,médicaments",false,evaluer_gravite_douleur,,Douleur nocturne et résistante = pulpite sévère ou infection,URG_triage_1,existant,téléphone,À prioriser + éventuelle prescription préalable,Est-ce que la douleur s'aggrave le soir ou la nuit ?,,,,,,,,,,
URG_triage_1D,scenario_principal,Urgence patient,2,Douleur à la mastication,triage_douleur_mastication,"J'ai mal quand je mastique, quand je croque quelque chose de dur, ça lance dans la mâchoire",Est-ce que la douleur apparaît surtout quand vous mastiquez ou croquez ? Cela peut nous aider à comprendre s'il y a une fissure ou une infection autour de la racine.,"urgence,douleur mastication,fissure,abcès,percussion,mange,croque,mâcher,dur",false,identifier_douleur_mastication,,"Évoque fissure, abcès, ou douleur d'occlusion",URG_triage_1,existant,téléphone,Peut orienter vers imagerie ou test de percussion,Est-ce que cela fait plus mal quand vous mâchez ?,,,,,,,,,,
URG_triage_2,scenario_principal,Urgence patient,2,Triage de l'urgence,identifier_zone_urgence,"J'ai une douleur dentaire", "où est-ce que ça fait mal exactement, c'est en haut ou en bas, à gauche ou à droite ?, Pouvez-vous me dire où se situe la douleur exactement ? En haut, en bas, à gauche, à droite ?","urgence,localisation douleur,zone dentaire,triage,secteur buccal,où,endroit,haut,bas,gauche,droite",false,identifier_zone_buccale,,Permet d'anticiper la complexité du cas,URG_interne_douleur_vive,existant,téléphone,Préparer le praticien au bon secteur,Est-ce une douleur localisée ou diffuse ?,,,,,,,,,,
URG_triage_3,scenario_principal,Urgence patient,2,Suspicion de fracture ou traumatisme,triage_fracture_urgence,"Je me suis cogné la dent, j'ai eu un choc, un traumatisme, j'ai peur qu'elle soit cassée ou déplacée",Avez-vous constaté une fracture visible ou un déplacement de la dent ? Est-ce que la dent bouge ?,"urgence,traumatisme,fracture dent,choc dentaire,dent déplacée,coup,tombé,cogné,cassée",false,évaluer_traumatisme_dentaire,,Traumatismes → délais courts à privilégier,URG_interne_douleur_vive,existant,téléphone,Possible orientation vers prise en charge prioritaire,La dent est-elle cassée ou seulement sensible ?,,,,,,,,,,
URG_triage_4,scenario_principal,Urgence patient,2,Suspicion de gonflement ou infection,triage_infection_urgence,"Ma joue est gonflée, j'ai un gonflement sur le visage, il y a peut-être une infection ou un abcès",Est-ce que le gonflement est douloureux ? Depuis combien de temps cela a-t-il commencé ? Avez-vous de la fièvre ?,"urgence,infection,gonflement,fièvre,œdème,risque médical,gonflé,boule,abcès,joue",false,evaluer_signes_infectieux,,Urgence médicale potentielle si fièvre ou œdème important,URG_interne_douleur_vive,existant,téléphone,Peut nécessiter antibiotique ou hospitalisation,Est-ce que la douleur empêche de dormir ou manger ?,,,,,,,,,,
ETR_03,scenario_principal,Patient étranger,1,Demande s’il peut venir avec un traducteur,besoin_traducteur,Puis-je venir avec quelqu’un pour traduire ?,"Oui, bien sûr. Un proche peut vous accompagner pour faciliter la communication.","étranger,traducteur,accompagnant,langue,communication,ami,famille",false,confirmer_presence_accompagnant,patient_etranger,nouveau,,Autorisation accompagnant,téléphone,,Vous pouvez venir avec quelqu’un si besoin.,,,,,,,,,,
ETR_04,scenario_principal,Patient étranger,1,Carte européenne d’assurance maladie,remboursement_mutuelle_etrangere,"J’ai une carte européenne d’assurance maladie, est-ce remboursé ?",La CEAM est acceptée pour certains soins. Le praticien vous confirmera lors de la consultation.,"étranger,carte européenne,CEAM,remboursement,mutuelle étrangère,europe,card",false,notifier_praticien_et_collecter_infos,patient_etranger,nouveau,,Accord CEAM,téléphone,,Certains actes peuvent rester à charge.,,,,,,,,,,
ETR_05,scenario_principal,Patient étranger,1,Sans couverture sociale ni mutuelle,soin_sans_couverture,"Je n’ai pas de sécurité sociale ni mutuelle, je peux quand même venir ?","Oui, mais les soins seront à votre charge. Le praticien vous indiquera le tarif avant l’intervention.","étranger,sans couverture,paiement direct,devis,mutuelle absente,payer,cash",false,confirmer_acceptation_sans_couverture,patient_etranger,nouveau,,Paiement à l’acte,téléphone,,Vous pourrez décider après avoir eu le devis.,,,,,,,,,,
ETR_06,scenario_principal,Patient étranger,1,Demande remboursement blanchiment,blanchiment_remboursement,Will the whitening be reimbursed in France?,"No, cosmetic treatments like whitening are not covered. I can give you a quote if you want.","étranger,blanchiment,remboursement,esthétique non couvert,devis,money,insurance",false,clarifier_non_remboursement,patient_etranger,nouveau,,Esthétique non remboursée,téléphone,,Ask your private insurance if they cover it.,,,,,,,,,,
ETR_07,scenario_principal,Patient étranger,1,Souhaite un email en anglais,confirmation_rdv_traduite,Can I get the appointment details by email in English?,"Yes, I’ll send you the appointment summary in English.","étranger,email anglais,confirmation rdv,traduction,communication écrite,mail,send",false,envoyer_mail_anglais,patient_etranger,nouveau,,Email personnalisé,téléphone,,You will receive all the details shortly.,,,,,,,,,,
ETR_08,scenario_principal,Patient étranger,1,Demande si un praticien parle sa langue,recherche_praticien_langue,Est-ce qu’un dentiste parle espagnol ?,"Oui, je peux vous proposer un rendez-vous avec un praticien qui parle espagnol.","étranger,praticien langue,espagnol,traduction,orientation linguistique,spanish,habla",false,filtrer_praticien_langue,patient_etranger,nouveau,,Assignation linguistique,téléphone,,Je vérifie la langue parlée par nos praticiens.,,,,,,,,,,
ETR_09,scenario_principal,Patient étranger,1,Nom difficile à comprendre,confirmer_identite_etranger,"My name is Xiu Zhen, I’m not sure how you’ll find me.",Can you spell it for me? Could you also say it letter by letter?,"no french,english,foreign,spell,épeler,lettre par lettre,name spelling,write,letters",false,identifier_patient_prudemment,patient_etranger,existant,,Nom ambigu,téléphone,,Date of birth may help too.,,,,,,,,,,
ETR_10,scenario_principal,Patient étranger,1,Refus d’aide malgré barrière de langue,refus_traduction,"No translator, I handle myself.",As you wish. I’ll speak slowly and help you step by step. Can I take your name and phone number please?,"étranger,refus traducteur,barrière langue,communication lente,adaptation,alone,ok",false,protocole_sans_traduction,patient_etranger,nouveau,,Barrière persistante,téléphone,,"We’ll manage together, no worries.",,,,,,,,,,
ENC_01,scenario_principal,Patiente enceinte,1,Patiente enceinte demande si elle peut recevoir des soins,question_soins_generaux,"Je suis enceinte, est-ce que je peux faire un soin dentaire ?","Oui, de nombreux soins sont possibles pendant la grossesse. Le praticien adaptera le traitement si nécessaire. Souhaitez-vous un rendez-vous de contrôle ?","grossesse,soins dentaires,soins possibles,adaptation grossesse,contrôle,bébé,enceinte",false,rassurer_et_proposer_rdv,patiente_enceinte,existante,,Adapter selon trimestre,téléphone,,Nous adapterons les soins à votre situation.,,,,,,,,,,
ENC_04,scenario_principal,Patiente enceinte,1,Demande un contrôle de routine,controle_classique_grossesse,Je suis enceinte et je voulais faire un contrôle classique.,Bien sûr. Il est recommandé de faire un contrôle durant la grossesse. Je vous propose un rendez-vous rapidement.,"grossesse,contrôle,suivi grossesse,prévention,hygiène bucco-dentaire,vérifier,routine",false,proposer_rdv_prioritaire,patiente_enceinte,existante,,Hygiène bucco-dentaire prioritaire,téléphone,,On vous proposera un créneau adapté.,,,,,,,,,,
ENC_05,scenario_principal,Patiente enceinte,1,Douleur dentaire durant la grossesse,urgence_enceinte,J’ai très mal à une dent et je suis enceinte.,Nous allons vous proposer un rendez-vous d’urgence avec toutes les précautions nécessaires. Quel est votre nom complet ?,"grossesse,douleur dentaire,urgence enceinte,protocole,sécurité,mal,souffre",false,identifier_et_prioriser_urgence,patiente_enceinte,existante,,Protocole douleur et grossesse,téléphone,Urgence prioritaire patiente enceinte; adapter selon trimestre.,j’ai mal et je suis enceinte | douleur enceinte | urgence grossesse,,,,,,,,,,
ENC_08,scenario_principal,Patiente enceinte,1,Demande si elle doit prévenir son obstétricien,coordination_medecins,Dois-je informer mon gynécologue avant de venir ?,"C’est recommandé. Si vous avez un suivi particulier, vous pouvez apporter un courrier ou l’ordonnance de votre médecin.","grossesse,coordination,obstétricien,gynécologue,suivi médical,médecin,avis",false,encourager_coordination,patiente_enceinte,existante,,Grossesse à risque,téléphone,Coordination avec suivi obstétrique recommandée.,prévenir gynécologue | coordonner avec obstétricien | informer mon médecin,,,,,,,,,,
ADMIN_horaires_secretariat_1,scenario_principal,Demande administrative,0,Demande d’horaires du secrétariat,info_horaires_secretariat, je voudrais connaître les horaires d’ouverture du secrétariat.,"Le secrétariat est ouvert du lundi au vendredi, de 9h à 18h. Souhaitez-vous autre chose ?","horaires,secrétariat,ouverture,heures,téléphone,quand,joindre",false,donner_horaires_secretaire,admin_demande,inconnu,,Utiliser la configuration horaires_secretaire,téléphone,Utiliser `horaires_secretaire` depuis config.,horaires secrétariat | horaires téléphone | quand êtes-vous joignable,,,,,,,,,,
